word,x_plot,y_plot,label_size,alpha
acceptable,-0.07733166732317456,-0.00021460087060579114,7.0,0.55
amusing,-0.04343953840354358,0.015149011939103396,7.0,0.55
anxiety,0.1496385750500908,-0.0009435421519098097,7.0,0.55
bit_bothered,0.10334400833090326,-0.015947750519831664,7.0,0.55
bit_worried,0.11127352325057352,-0.07741844422666466,7.0,0.55
bothered,0.08576218595201056,-0.12426350227292257,7.0,0.55
calm,-0.15163225538834038,-0.17099530659940498,11.0,0.9
calmer,-0.1763274241372786,-0.26077044552063794,7.0,0.55
calming,-0.1831080936554004,-0.04644821218373382,7.0,0.55
comfortable,-0.20253644418192102,-0.014444183154263011,7.0,0.55
comforting,-0.185887841514953,0.09665935707267548,7.444444444444445,0.5888888888888889
confident,-0.12672234023568238,0.053370495003052264,7.444444444444445,0.5888888888888889
cool,-0.09727383333133392,0.20581756380330665,7.0,0.55
distracted,0.06497403087997705,-0.0468058292159417,7.444444444444445,0.5888888888888889
easier,-0.1612895721713983,0.02779421498830642,7.0,0.55
effective,-0.08626692900227133,0.23329722882726273,7.0,0.55
engaged,0.011937575846955545,0.12190643645669515,7.888888888888889,0.6277777777777778
excellent,-0.07878544142192255,0.1632215741182263,7.0,0.55
extremely_nervous,0.18797828606647468,-0.19700394777554575,7.0,0.55
fine,-0.1392366853060873,-0.01856263712279281,7.0,0.55
good,-0.12991671222558826,0.29638929723133184,10.11111111111111,0.8222222222222222
happy,-0.10473221930810449,0.26208908323891045,7.0,0.55
helpful,-0.10621047061529956,0.2395550397829817,7.444444444444445,0.5888888888888889
interesting,-0.0014092129136929153,0.24914729975453936,7.444444444444445,0.5888888888888889
less_anxious,-0.14100090373365368,-0.2301128570208535,7.444444444444445,0.5888888888888889
like,-0.14655764739436436,0.2751348957190006,7.0,0.55
liked,-0.14655764739436436,0.3270964199460671,7.888888888888889,0.6277777777777778
monotonous,0.05506879065181228,0.071172038356419,7.0,0.55
nervous,0.14208679526742285,-0.10314719359735375,7.888888888888889,0.6277777777777778
peaceful,-0.1636410327386055,-0.17049445800959015,7.444444444444445,0.5888888888888889
perfect,-0.07708106583738174,0.08760514045504068,7.0,0.55
pleasant,-0.16062908355453126,0.22414878194855797,7.888888888888889,0.6277777777777778
positive,-0.12771590049992942,0.3498331372470621,7.444444444444445,0.5888888888888889
relax,-0.18863958954677415,-0.16213022962323664,7.888888888888889,0.6277777777777778
relaxed,-0.20290452831896055,-0.1511545013347341,8.777777777777779,0.7055555555555556
relaxing,-0.18506736345748762,-0.09401422473381121,10.555555555555555,0.8611111111111112
repetitive,0.04520197767906801,0.1462003772048214,7.0,0.55
serene,-0.15380742758497962,-0.11049458632488102,7.0,0.55
some_anxiety,0.12632359862764875,0.009911187211841949,7.0,0.55
tiresome,0.11353659036212906,0.10424641907463451,7.0,0.55
trust,-0.09431867362916437,0.04843870642926331,7.0,0.55
tune_out,-0.019094026519279664,0.02879616593457532,8.333333333333334,0.6666666666666667
useful,-0.07971924049108203,0.2645345399850849,7.0,0.55
valuable,-0.04287176693951786,0.30363157837065574,7.0,0.55
very relaxing,-0.21062725068763133,-0.19619622679473786,7.0,0.55
very_nervous,0.1676606053809733,-0.1927916113782535,7.444444444444445,0.5888888888888889
zen,-0.09516537299152594,-0.08771933836168341,7.0,0.55
